Gene	Tau	Classification	Specific_parts
Glyma.13G333100	0.6916184373233342	Broad	NA
Glyma.13G333200	0.7462432495068702	Broad	NA
Glyma.13G333400	0.7657688400748095	Broad	NA
Glyma.13G333500	0.28046056952299153	Broad	NA
Glyma.13G333600	0.79317191194337	Broad	NA
Glyma.13G333700	0.4850226436566316	Broad	NA
Glyma.13G333800	0.20953731415108015	Broad	NA
Glyma.13G333900	0.34805513367243784	Broad	NA
Glyma.13G334200	0.1813822982635405	Broad	NA
Glyma.13G334300	0.18030241166470545	Broad	NA
Glyma.13G334500	0.5664799180015857	Broad	NA
Glyma.13G334700	0.2555301190671183	Broad	NA
Glyma.13G334800	0.3354556927555905	Broad	NA
Glyma.13G335000	0.172980063512713	Broad	NA
Glyma.13G335100	0.40413042717031533	Broad	NA
Glyma.13G335200	0.46454924288980604	Broad	NA
Glyma.13G335300	0.49935867434974374	Broad	NA
Glyma.13G335700	0.38552899411694036	Broad	NA
Glyma.13G336100	0.18998752325506313	Broad	NA
Glyma.13G336200	0.16501628291782636	Broad	NA
Glyma.13G336300	0.5719335872034071	Broad	NA
Glyma.13G336500	0.5880757215624056	Broad	NA
Glyma.13G336600	0.46419145405884726	Broad	NA
Glyma.13G336700	0.5817673328708013	Broad	NA
Glyma.13G336800	0.5532171319059112	Broad	NA
Glyma.13G336900	0.5191722613274833	Broad	NA
Glyma.13G337400	0.4308444686805501	Broad	NA
Glyma.13G337600	0.3919936183749898	Broad	NA
Glyma.13G337700	0.14682246133535026	Broad	NA
Glyma.13G337800	0.5681323731487243	Broad	NA
Glyma.13G337900	0.6012181621269284	Broad	NA
Glyma.13G338400	0.5288329398198844	Broad	NA
Glyma.13G338500	0.5624194997911259	Broad	NA
Glyma.13G338600	0.4601717765142139	Broad	NA
Glyma.13G338700	0.21998619745666784	Broad	NA
Glyma.13G339000	0.20248298293339034	Broad	NA
Glyma.13G339200	0.17592677517845234	Broad	NA
Glyma.13G339300	0.19587333214877664	Broad	NA
Glyma.13G339500	0.5300691071509029	Broad	NA
Glyma.13G339700	0.187587343985681	Broad	NA
Glyma.13G339800	0.45031380013063244	Broad	NA
Glyma.13G340000	0.7111024456251978	Broad	NA
Glyma.13G340100	0.4811944426842823	Broad	NA
Glyma.13G340200	0.25768445710642296	Broad	NA
Glyma.13G340300	0.4965026226027015	Broad	NA
Glyma.13G340500	0.6840570840155034	Broad	NA
Glyma.13G340800	0.6683604205622087	Broad	NA
Glyma.13G340900	0.20541979632147184	Broad	NA
Glyma.13G341000	0.11687525266253933	Broad	NA
Glyma.13G341100	0.44952904355086504	Broad	NA
Glyma.13G341200	0.3745400871188039	Broad	NA
Glyma.13G341500	0.6094464082363187	Broad	NA
Glyma.13G341600	0.3330880366819833	Broad	NA
Glyma.13G341700	0.29511650986130133	Broad	NA
Glyma.13G341800	0.6747874220335862	Broad	NA
Glyma.13G341900	0.5687712340191482	Broad	NA
Glyma.13G342000	0.39064228705769727	Broad	NA
Glyma.13G342300	0.4938548257540732	Broad	NA
Glyma.13G342400	0.39322534720312596	Broad	NA
Glyma.13G342500	0.31011915149096725	Broad	NA
Glyma.13G342800	0.18059198143915817	Broad	NA
Glyma.13G342900	0.2155541473661109	Broad	NA
Glyma.13G343200	0.30553621377526674	Broad	NA
Glyma.13G343300	0.20274396956780702	Broad	NA
Glyma.13G343500	0.4214421547258172	Broad	NA
Glyma.13G343600	0.23775870429680604	Broad	NA
Glyma.13G343700	0.5536653173999132	Broad	NA
Glyma.13G343900	0.3166270954687259	Broad	NA
Glyma.13G344000	0.5077609650886423	Broad	NA
Glyma.13G344100	0.12777833858690474	Broad	NA
Glyma.13G344200	0.43715698620404114	Broad	NA
Glyma.13G344400	0.7151822662679088	Broad	NA
Glyma.13G344500	0.2713083559643579	Broad	NA
Glyma.13G344700	0.508295392661432	Broad	NA
Glyma.13G345200	0.19866720029935764	Broad	NA
Glyma.13G345300	0.32414688605030606	Broad	NA
Glyma.13G345400	0.32748507244713676	Broad	NA
Glyma.13G345500	0.3912070751650538	Broad	NA
Glyma.13G345600	0.17008184300840262	Broad	NA
Glyma.13G345700	0.7828585539378621	Broad	NA
Glyma.13G346000	0.22500916551014552	Broad	NA
Glyma.13G346100	0.8161965282994876	Broad	NA
Glyma.13G346300	0.3579296814014567	Broad	NA
Glyma.13G346400	0.25102427504855096	Broad	NA
Glyma.13G346500	0.3429668359609251	Broad	NA
Glyma.13G346600	0.4057495587755807	Broad	NA
Glyma.13G346700	0.6600449910572234	Broad	NA
Glyma.13G346900	0.3021010881220318	Broad	NA
Glyma.13G347000	0.17141925002284153	Broad	NA
Glyma.13G347400	0.31167601120635197	Broad	NA
Glyma.13G347600	0.8437418789360761	Broad	NA
Glyma.13G347700	0.5362522600772688	Broad	NA
Glyma.13G347800	0.6338611428225714	Broad	NA
Glyma.13G347900	0.14186922710235644	Broad	NA
Glyma.13G348000	0.5624473626525456	Broad	NA
Glyma.13G348100	0.25595873844594474	Broad	NA
Glyma.13G348200	0.4455076825975173	Broad	NA
Glyma.13G348300	0.34351369314831326	Broad	NA
Glyma.13G348700	0.655184893646454	Broad	NA
Glyma.13G348800	0.40292686218955454	Broad	NA
Glyma.13G348900	0.34982072871612707	Broad	NA
Glyma.13G349100	0.3626716950876577	Broad	NA
Glyma.13G349200	0.17171382619594155	Broad	NA
Glyma.13G349300	0.7727592094025236	Broad	NA
Glyma.13G349400	0.5135753599566144	Broad	NA
Glyma.13G349500	0.6401865549125275	Broad	NA
Glyma.13G349600	0.29438850476877004	Broad	NA
Glyma.13G349900	0.31682464998518456	Broad	NA
Glyma.13G350000	0.7051629662425712	Broad	NA
Glyma.13G350300	0.8034212428740182	Broad	NA
Glyma.13G350500	0.2518997298610043	Broad	NA
Glyma.13G350600	0.22597099866698483	Broad	NA
Glyma.13G350700	0.47816858003753493	Broad	NA
Glyma.13G350800	0.10783549741165625	Broad	NA
Glyma.13G350900	0.5024410505185049	Broad	NA
Glyma.13G350975	0.3197309546012451	Broad	NA
Glyma.13G351200	0.49288458409342917	Broad	NA
Glyma.13G351300	0.20317747579944792	Broad	NA
Glyma.13G351450	0.41548375636540447	Broad	NA
Glyma.13G351500	0.4511891599221004	Broad	NA
Glyma.13G351600	0.7792997564746691	Broad	NA
Glyma.13G351800	0.2044629584528273	Broad	NA
Glyma.13G352000	0.40886266633853985	Broad	NA
Glyma.13G352100	0.15336556058896064	Broad	NA
Glyma.13G352200	0.3801217173578662	Broad	NA
Glyma.13G352300	0.627909171667379	Broad	NA
Glyma.13G352400	0.262496094815792	Broad	NA
Glyma.13G352500	0.358098401970501	Broad	NA
Glyma.13G352700	0.7313367974866205	Broad	NA
Glyma.13G352900	0.6295114119271386	Broad	NA
Glyma.13G353100	0.7180450761493773	Broad	NA
Glyma.13G353200	0.5470302040140017	Broad	NA
Glyma.13G353300	0.5638616390429371	Broad	NA
Glyma.13G353400	0.7021349507716943	Broad	NA
Glyma.13G354100	0.3541614523077437	Broad	NA
Glyma.13G354800	0.47998071701403155	Broad	NA
Glyma.13G354900	0.13945262791494528	Broad	NA
Glyma.13G355100	0.7142630136261854	Broad	NA
Glyma.13G355300	0.15594586871351718	Broad	NA
Glyma.13G355400	0.30615155618823636	Broad	NA
Glyma.13G355600	0.8262085503653656	Broad	NA
Glyma.13G355800	0.5844045193057421	Broad	NA
Glyma.13G355900	0.5389997616944385	Broad	NA
Glyma.13G356000	0.6511953128925276	Broad	NA
Glyma.13G356100	0.7907186371836172	Broad	NA
Glyma.13G356200	0.45783684838256244	Broad	NA
Glyma.13G356500	0.31671730450484126	Broad	NA
Glyma.13G356600	0.5599469847720341	Broad	NA
Glyma.13G356700	0.40528249118808435	Broad	NA
Glyma.13G356900	0.2487089941711956	Broad	NA
Glyma.13G357100	0.8184087575824229	Broad	NA
Glyma.13G357200	0.40012805110539834	Broad	NA
Glyma.13G357300	0.46368839705057474	Broad	NA
Glyma.13G357400	0.6372677904920266	Broad	NA
Glyma.13G357500	0.5266901426997019	Broad	NA
Glyma.13G357700	0.5120407747249763	Broad	NA
Glyma.13G357800	0.43293249572135273	Broad	NA
Glyma.13G357900	0.23387377299152162	Broad	NA
Glyma.13G358000	0.8248467984164926	Broad	NA
Glyma.13G358366	0.4586893947567134	Broad	NA
Glyma.13G358400	0.6726186889978131	Broad	NA
Glyma.13G358700	0.2632819804165667	Broad	NA
Glyma.13G358800	0.48148544760584944	Broad	NA
Glyma.13G358900	0.6215383562017691	Broad	NA
Glyma.13G359000	0.23511500334370142	Broad	NA
Glyma.13G359500	0.18118321162159098	Broad	NA
Glyma.13G359800	0.31034054679908485	Broad	NA
Glyma.13G359900	0.32394115616166025	Broad	NA
Glyma.13G360000	0.5957801331207567	Broad	NA
Glyma.13G360100	0.40447832256623006	Broad	NA
Glyma.13G360200	0.3240738881857775	Broad	NA
Glyma.13G360300	0.14365049958002457	Broad	NA
Glyma.13G360400	0.15243323033799466	Broad	NA
Glyma.13G360500	0.38362768474426234	Broad	NA
Glyma.13G360600	0.4353076298948831	Broad	NA
Glyma.13G360700	0.44193187590719707	Broad	NA
Glyma.13G360800	0.2061413962607367	Broad	NA
Glyma.13G360900	0.2249759291728013	Broad	NA
Glyma.13G361000	0.3090174111109301	Broad	NA
Glyma.13G361100	0.622081938428778	Broad	NA
Glyma.13G361200	0.5994666788842599	Broad	NA
Glyma.13G361300	0.7436911076884845	Broad	NA
Glyma.13G361400	0.5096498178691193	Broad	NA
Glyma.13G361500	0.2801363573105421	Broad	NA
Glyma.13G361700	0.6899333898818744	Broad	NA
Glyma.13G361900	0.490022361128894	Broad	NA
Glyma.13G362100	0.6276700688644913	Broad	NA
Glyma.13G362200	0.5545458089740691	Broad	NA
Glyma.13G362300	0.6143700199423464	Broad	NA
Glyma.13G362400	0.34287779983805744	Broad	NA
Glyma.13G362500	0.5689407928411145	Broad	NA
Glyma.13G362800	0.6535883975066659	Broad	NA
Glyma.13G362900	0.36687313295765356	Broad	NA
Glyma.13G363000	0.5470031380392896	Broad	NA
Glyma.13G363100	0.16816178818103886	Broad	NA
Glyma.13G363200	0.2977282042871113	Broad	NA
Glyma.13G363300	0.7256157004307382	Broad	NA
Glyma.13G363400	0.20465424597584528	Broad	NA
Glyma.13G363500	0.3961570882552176	Broad	NA
Glyma.13G363700	0.46448654318865	Broad	NA
Glyma.13G363900	0.27051690081169705	Broad	NA
Glyma.13G364000	0.5126960163930693	Broad	NA
Glyma.13G364200	0.15782428314558272	Broad	NA
Glyma.13G364600	0.3277698638121227	Broad	NA
Glyma.13G364801	0.6736478157369591	Broad	NA
Glyma.13G364900	0.43614683533662807	Broad	NA
Glyma.13G365200	0.2703774685148254	Broad	NA
Glyma.13G365400	0.7470372612765743	Broad	NA
Glyma.13G365500	0.32748321923211265	Broad	NA
Glyma.13G365700	0.40093390802870743	Broad	NA
Glyma.13G365800	0.7975313464561351	Broad	NA
Glyma.13G366000	0.22093252671657712	Broad	NA
Glyma.13G366100	0.20781563685703888	Broad	NA
Glyma.13G366200	0.14783649545777836	Broad	NA
Glyma.13G366300	0.45607223901898714	Broad	NA
Glyma.13G366333	0.5641435992974941	Broad	NA
Glyma.13G366366	0.7332946236753735	Broad	NA
Glyma.13G366500	0.15915587872104203	Broad	NA
Glyma.13G366600	0.347479414440544	Broad	NA
Glyma.13G366800	0.31134118209009315	Broad	NA
Glyma.13G367000	0.11060935970027892	Broad	NA
Glyma.13G367100	0.19053263271887513	Broad	NA
Glyma.13G367200	0.5280798841639698	Broad	NA
Glyma.13G367300	0.21239338678559183	Broad	NA
Glyma.13G367400	0.16217106135671502	Broad	NA
Glyma.13G367500	0.43755406689309434	Broad	NA
Glyma.13G367600	0.5525157849889417	Broad	NA
Glyma.13G367700	0.35563812640337966	Broad	NA
Glyma.13G367900	0.2752944657909495	Broad	NA
Glyma.13G368200	0.30515066080939646	Broad	NA
Glyma.13G368700	0.5283900056008368	Broad	NA
Glyma.13G368900	0.28116922639499126	Broad	NA
Glyma.13G369000	0.3925105327726384	Broad	NA
Glyma.13G369700	0.2267262133462146	Broad	NA
Glyma.13G369800	0.42245074613433214	Broad	NA
Glyma.13G369900	0.5315979221819038	Broad	NA
Glyma.13G370000	0.445778312889786	Broad	NA
Glyma.13G370100	0.6699571237277848	Broad	NA
Glyma.13G370200	0.7790239120552981	Broad	NA
Glyma.13G370300	0.3955795002690745	Broad	NA
Glyma.13G370500	0.3070688812400608	Broad	NA
Glyma.13G370600	0.3086074548156002	Broad	NA
Glyma.13G370700	0.5806530909579053	Broad	NA
Glyma.13G370900	0.34906404916191375	Broad	NA
Glyma.13G371000	0.598462901263035	Broad	NA
Glyma.13G371100	0.5393401769380889	Broad	NA
Glyma.13G371300	0.4646876848391624	Broad	NA
Glyma.13G371400	0.5035085857350308	Broad	NA
Glyma.13G371500	0.6357598641064979	Broad	NA
Glyma.13G371600	0.275402070132665	Broad	NA
Glyma.13G371800	0.4085586764311206	Broad	NA
Glyma.13G371900	0.5337806571956942	Broad	NA
Glyma.13G372000	0.4500820269939557	Broad	NA
Glyma.13G372100	0.31310902037265076	Broad	NA
Glyma.13G372300	0.31993872151680114	Broad	NA
Glyma.13G372500	0.45559072902483744	Broad	NA
Glyma.13G372600	0.28494429968955515	Broad	NA
Glyma.13G372700	0.2565486894322771	Broad	NA
Glyma.13G372900	0.4878597641928715	Broad	NA
Glyma.14G000050	0.5293217423562209	Broad	NA
Glyma.14G000100	0.7817044617013829	Broad	NA
Glyma.14G000300	0.31031983115198225	Broad	NA
Glyma.14G000400	0.24928877560442836	Broad	NA
Glyma.14G000500	0.4297721822541843	Broad	NA
Glyma.14G000600	0.18773377197311047	Broad	NA
Glyma.14G000700	0.5024978417404415	Broad	NA
Glyma.14G000800	0.22304029962911445	Broad	NA
Glyma.14G000900	0.650460443254979	Broad	NA
Glyma.14G001000	0.1529547957384034	Broad	NA
Glyma.14G001100	0.5827285277588325	Broad	NA
Glyma.14G001200	0.2948229717411362	Broad	NA
Glyma.14G001300	0.4001252430788427	Broad	NA
Glyma.14G001400	0.22275119617212896	Broad	NA
Glyma.14G001500	0.36233257320067114	Broad	NA
Glyma.14G001800	0.20470563044832363	Broad	NA
Glyma.14G001900	0.22932869028110087	Broad	NA
Glyma.14G002000	0.4154017212847079	Broad	NA
Glyma.14G002300	0.40244785590055676	Broad	NA
Glyma.14G002400	0.22590141684747417	Broad	NA
Glyma.14G002500	0.5238676963472791	Broad	NA
Glyma.14G002700	0.45762536956927996	Broad	NA
Glyma.14G002800	0.5853851208601556	Broad	NA
Glyma.14G002900	0.24077019268755084	Broad	NA
Glyma.14G003200	0.3598581620158255	Broad	NA
Glyma.14G003300	0.1559598039441346	Broad	NA
Glyma.14G003400	0.4883165462470871	Broad	NA
Glyma.14G003500	0.37046366243837053	Broad	NA
Glyma.14G003700	0.5119300203144613	Broad	NA
Glyma.14G003800	0.6942870494680292	Broad	NA
Glyma.14G004000	0.49075448591241916	Broad	NA
Glyma.14G004100	0.7516772956285939	Broad	NA
Glyma.14G004200	0.5086662016724818	Broad	NA
Glyma.14G004300	0.6593965046894089	Broad	NA
Glyma.14G004366	0.4410224170930833	Broad	NA
Glyma.14G004500	0.7820867334100421	Broad	NA
Glyma.14G004600	0.21178139615524091	Broad	NA
Glyma.14G004700	0.2928967395265761	Broad	NA
Glyma.14G004800	0.5055204587262785	Broad	NA
Glyma.14G004900	0.1479941141736605	Broad	NA
Glyma.14G005000	0.6548312872448578	Broad	NA
Glyma.14G005100	0.2899669084976058	Broad	NA
Glyma.14G005200	0.3008520655075729	Broad	NA
Glyma.14G005300	0.47676827837609886	Broad	NA
Glyma.14G005500	0.7315728351586157	Broad	NA
Glyma.14G005700	0.6547737909992734	Broad	NA
Glyma.14G005800	0.24443869355707012	Broad	NA
Glyma.14G005900	0.1543474057357965	Broad	NA
Glyma.14G006000	0.22962150112184787	Broad	NA
Glyma.14G006300	0.7148494783918594	Broad	NA
Glyma.14G006400	0.28143299231362623	Broad	NA
Glyma.14G006600	0.6467721293413277	Broad	NA
Glyma.14G006700	0.35747767051646073	Broad	NA
Glyma.14G006800	0.29957462778896243	Broad	NA
Glyma.14G006900	0.42726442039073104	Broad	NA
Glyma.14G007000	0.6151526921639577	Broad	NA
Glyma.14G007100	0.381652201985045	Broad	NA
Glyma.14G007300	0.23322957220457677	Broad	NA
Glyma.14G007500	0.4028561544073482	Broad	NA
Glyma.14G007600	0.39665731549597033	Broad	NA
Glyma.14G007700	0.19138431746716447	Broad	NA
Glyma.14G007800	0.40177105939357816	Broad	NA
Glyma.14G008000	0.41552035591654946	Broad	NA
Glyma.14G008200	0.26473701781098896	Broad	NA
Glyma.14G008300	0.23634146673830647	Broad	NA
Glyma.14G008500	0.2620042773369993	Broad	NA
Glyma.14G008700	0.7305559882998374	Broad	NA
Glyma.14G008900	0.27231257375863666	Broad	NA
Glyma.14G009100	0.42176324944138077	Broad	NA
Glyma.14G009300	0.34524863788785076	Broad	NA
Glyma.14G009600	0.18694212211687186	Broad	NA
Glyma.14G009700	0.3514032776836028	Broad	NA
Glyma.14G009900	0.7769886733233391	Broad	NA
Glyma.14G010000	0.46518237548966596	Broad	NA
Glyma.14G010100	0.4820873727584066	Broad	NA
Glyma.14G010200	0.2675570487001035	Broad	NA
Glyma.14G010300	0.6741531995209911	Broad	NA
Glyma.14G010400	0.20106415226812216	Broad	NA
Glyma.14G010500	0.499220423097331	Broad	NA
Glyma.14G010600	0.6319299703836769	Broad	NA
Glyma.14G010700	0.35496065266087906	Broad	NA
Glyma.14G010900	0.8138995622770695	Broad	NA
Glyma.14G011000	0.3712764537453648	Broad	NA
Glyma.14G011300	0.2829124976682657	Broad	NA
Glyma.14G011600	0.186188104151762	Broad	NA
Glyma.14G011700	0.7995248291007271	Broad	NA
Glyma.14G011800	0.6551621095603591	Broad	NA
Glyma.14G011900	0.3863713830300376	Broad	NA
Glyma.14G012100	0.7021879594606711	Broad	NA
Glyma.14G012200	0.17730210267016883	Broad	NA
Glyma.14G012300	0.23103032122702258	Broad	NA
Glyma.14G012400	0.660729519264606	Broad	NA
Glyma.14G012500	0.38367843270520186	Broad	NA
Glyma.14G012800	0.8235870970507002	Broad	NA
Glyma.14G012900	0.744914690150059	Broad	NA
Glyma.14G013200	0.7656177282458623	Broad	NA
Glyma.14G013400	0.3161824558070001	Broad	NA
Glyma.14G013700	0.40458165569245724	Broad	NA
Glyma.14G013900	0.26338080655831003	Broad	NA
Glyma.14G014000	0.21898990376319338	Broad	NA
Glyma.14G014100	0.7005122687663196	Broad	NA
Glyma.14G014300	0.22839084255133932	Broad	NA
Glyma.14G014800	0.12372458429315583	Broad	NA
Glyma.14G015300	0.7621367279718059	Broad	NA
Glyma.14G015600	0.2867042781018166	Broad	NA
Glyma.14G015700	0.44301388906749817	Broad	NA
Glyma.14G015800	0.4254503732329633	Broad	NA
Glyma.14G015900	0.7304862542670665	Broad	NA
Glyma.14G016000	0.5268748610208328	Broad	NA
Glyma.14G016200	0.36187710397034845	Broad	NA
Glyma.14G016300	0.4269727395620694	Broad	NA
Glyma.14G016400	0.6209516083023053	Broad	NA
Glyma.14G016600	0.26616355030744016	Broad	NA
Glyma.14G016700	0.44203570286979127	Broad	NA
Glyma.14G016800	0.6096108907560902	Broad	NA
Glyma.14G016900	0.2379503551838803	Broad	NA
Glyma.14G017000	0.5247028830684309	Broad	NA
Glyma.14G017100	0.41107083998098104	Broad	NA
Glyma.14G017400	0.3158255314018563	Broad	NA
Glyma.14G017500	0.1420965589646244	Broad	NA
Glyma.14G017600	0.47122214371029075	Broad	NA
Glyma.14G017700	0.26832627773524037	Broad	NA
Glyma.14G017800	0.24997742228495942	Broad	NA
Glyma.14G017900	0.4008259208764851	Broad	NA
Glyma.14G018000	0.34433662961426953	Broad	NA
Glyma.14G018200	0.15319257161640368	Broad	NA
Glyma.14G018300	0.29981438850693276	Broad	NA
Glyma.14G018700	0.43640107875109635	Broad	NA
Glyma.14G018900	0.8254920027523608	Broad	NA
Glyma.14G019100	0.3771783293275937	Broad	NA
Glyma.14G019200	0.6756307523642274	Broad	NA
Glyma.14G019300	0.6236814915873539	Broad	NA
Glyma.14G019500	0.615245518570331	Broad	NA
Glyma.14G019600	0.625965102533331	Broad	NA
Glyma.14G019650	0.7164333452486417	Broad	NA
Glyma.14G020000	0.536377103872698	Broad	NA
Glyma.14G020100	0.4920395145464435	Broad	NA
Glyma.14G020200	0.24879709388040439	Broad	NA
Glyma.14G021000	0.45443595953605426	Broad	NA
Glyma.14G021200	0.2505848302349971	Broad	NA
Glyma.14G021300	0.27885959623651335	Broad	NA
Glyma.14G021400	0.7635240442230694	Broad	NA
Glyma.14G021600	0.31893440859562233	Broad	NA
Glyma.14G021800	0.29628091586806576	Broad	NA
Glyma.14G021900	0.8468035225363221	Broad	NA
Glyma.14G022000	0.7953426033070756	Broad	NA
Glyma.14G022100	0.19580571937968497	Broad	NA
Glyma.14G022300	0.3561591031861585	Broad	NA
Glyma.14G022500	0.5362203466318476	Broad	NA
Glyma.14G022800	0.1618199870377709	Broad	NA
Glyma.14G022900	0.28821048068834804	Broad	NA
Glyma.14G023000	0.7709116207949688	Broad	NA
Glyma.14G023100	0.3118001539941774	Broad	NA
Glyma.14G023200	0.3805168106250073	Broad	NA
Glyma.14G023300	0.6712122222117601	Broad	NA
Glyma.14G023500	0.5137043304956278	Broad	NA
Glyma.14G023600	0.2316535606707208	Broad	NA
Glyma.14G023700	0.20123388630969263	Broad	NA
Glyma.14G023800	0.5787848594484687	Broad	NA
Glyma.14G023900	0.2777607055188928	Broad	NA
Glyma.14G024000	0.28936369038932197	Broad	NA
Glyma.14G024200	0.28608588077428804	Broad	NA
Glyma.14G024300	0.26739873072773357	Broad	NA
Glyma.14G024400	0.4590014919836124	Broad	NA
Glyma.14G024500	0.493527398847594	Broad	NA
Glyma.14G024600	0.3185833343811188	Broad	NA
Glyma.14G024700	0.3694298452611665	Broad	NA
Glyma.14G024900	0.25366547136584505	Broad	NA
Glyma.14G025100	0.4406873759392336	Broad	NA
Glyma.14G025300	0.34438500034177727	Broad	NA
Glyma.14G025400	0.4321585901203356	Broad	NA
Glyma.14G025500	0.7536425056053964	Broad	NA
Glyma.14G025600	0.42053179345273817	Broad	NA
Glyma.14G025700	0.4103948121350114	Broad	NA
Glyma.14G025800	0.5317882626387237	Broad	NA
Glyma.14G025900	0.2321378062742176	Broad	NA
Glyma.14G026000	0.2877974219388804	Broad	NA
Glyma.14G026100	0.7086555885302026	Broad	NA
Glyma.14G026200	0.736223015967919	Broad	NA
Glyma.14G026300	0.46660092399948017	Broad	NA
Glyma.14G026400	0.36998069119641536	Broad	NA
Glyma.14G026700	0.34711202946039	Broad	NA
Glyma.14G026800	0.6726434087282702	Broad	NA
Glyma.14G026900	0.3585051417242124	Broad	NA
Glyma.14G027000	0.7264468491561679	Broad	NA
Glyma.14G027400	0.6812543700321274	Broad	NA
Glyma.14G027500	0.23856099001614692	Broad	NA
Glyma.14G027551	0.646034784703733	Broad	NA
Glyma.14G027800	0.7188202202142462	Broad	NA
Glyma.14G027900	0.15616034225993936	Broad	NA
Glyma.14G028000	0.5687812787230936	Broad	NA
Glyma.14G028100	0.3995561069585341	Broad	NA
Glyma.14G028300	0.8317932275785341	Broad	NA
Glyma.14G028800	0.5174035122046725	Broad	NA
Glyma.14G029000	0.30315143917036186	Broad	NA
Glyma.14G029100	0.7012543388456778	Broad	NA
Glyma.14G029400	0.6413051532830063	Broad	NA
Glyma.14G029500	0.2934727958930584	Broad	NA
Glyma.14G029700	0.6192450302029812	Broad	NA
Glyma.14G029901	0.16988894710264923	Broad	NA
Glyma.14G030000	0.5557779324691983	Broad	NA
Glyma.14G030100	0.3213732029602887	Broad	NA
Glyma.14G030400	0.3540192383837005	Broad	NA
Glyma.14G030600	0.16975273328823567	Broad	NA
Glyma.14G031000	0.433118027655084	Broad	NA
Glyma.14G031200	0.6881829440799527	Broad	NA
Glyma.14G031300	0.7038386858398691	Broad	NA
Glyma.14G031400	0.30259060910721125	Broad	NA
Glyma.14G031600	0.3014707674022249	Broad	NA
Glyma.14G031700	0.2280933906466991	Broad	NA
Glyma.14G031800	0.42729404976194096	Broad	NA
Glyma.14G031900	0.22437282687881835	Broad	NA
Glyma.14G032000	0.4419992633915121	Broad	NA
Glyma.14G032100	0.19308261879595248	Broad	NA
Glyma.14G032200	0.7412918414172288	Broad	NA
Glyma.14G032300	0.17189364598506746	Broad	NA
Glyma.14G032500	0.5290630202612503	Broad	NA
Glyma.14G032700	0.32023052624037773	Broad	NA
Glyma.14G032900	0.44432475041210007	Broad	NA
Glyma.14G033200	0.49109823578303086	Broad	NA
Glyma.14G033400	0.18542535961677406	Broad	NA
Glyma.14G033600	0.3147491439673393	Broad	NA
Glyma.14G033700	0.5098707756523309	Broad	NA
Glyma.14G033800	0.632655871170179	Broad	NA
Glyma.14G033900	0.1959381188870978	Broad	NA
Glyma.14G034100	0.5675480510044977	Broad	NA
Glyma.14G034200	0.3177750132238933	Broad	NA
Glyma.14G034300	0.2906766068455052	Broad	NA
Glyma.14G034500	0.49245517632325253	Broad	NA
Glyma.14G034800	0.402926019883447	Broad	NA
Glyma.14G034900	0.5250579354057436	Broad	NA
Glyma.14G035300	0.24654621476994296	Broad	NA
Glyma.14G035400	0.25361443229036845	Broad	NA
Glyma.14G035500	0.362204003754461	Broad	NA
Glyma.14G035700	0.25317406892586636	Broad	NA
Glyma.14G035900	0.2993384703244958	Broad	NA
Glyma.14G036000	0.6547546569023245	Broad	NA
Glyma.14G036100	0.2308873044303537	Broad	NA
Glyma.14G036300	0.5109814910133956	Broad	NA
Glyma.14G036500	0.6602538039583878	Broad	NA
Glyma.14G036700	0.2585167285222103	Broad	NA
Glyma.14G036800	0.2708566218899986	Broad	NA
Glyma.14G036900	0.6197151927796344	Broad	NA
Glyma.14G037100	0.5294310472203552	Broad	NA
Glyma.14G037200	0.33552106520924957	Broad	NA
Glyma.14G037300	0.4066345358978366	Broad	NA
Glyma.14G037400	0.5256841047853407	Broad	NA
Glyma.14G038000	0.38496420369057555	Broad	NA
Glyma.14G038200	0.3903723303770186	Broad	NA
Glyma.14G038300	0.7691288986904103	Broad	NA
Glyma.14G038500	0.6936893608108688	Broad	NA
Glyma.14G038900	0.3125519690104278	Broad	NA
Glyma.14G039000	0.2802928508223042	Broad	NA
Glyma.14G039100	0.13600139586175958	Broad	NA
Glyma.14G039400	0.16075742868946483	Broad	NA
Glyma.14G039800	0.6958623373541606	Broad	NA
Glyma.14G039900	0.15185712772308424	Broad	NA
Glyma.14G040200	0.31257553811754424	Broad	NA
Glyma.14G040300	0.5767091332391607	Broad	NA
Glyma.14G040400	0.15655300880358974	Broad	NA
Glyma.14G040600	0.18757632489439138	Broad	NA
Glyma.14G040700	0.22471088580880114	Broad	NA
Glyma.14G040800	0.187199324683919	Broad	NA
Glyma.14G040900	0.22437967048483906	Broad	NA
Glyma.14G041100	0.35443435705353354	Broad	NA
Glyma.14G041200	0.17388770778493087	Broad	NA
Glyma.14G041500	0.34742549328586986	Broad	NA
Glyma.14G041700	0.45628130403198003	Broad	NA
Glyma.14G041800	0.4204868231500889	Broad	NA
Glyma.14G041900	0.2793527267735468	Broad	NA
Glyma.14G042000	0.5652573715632789	Broad	NA
Glyma.14G042100	0.8064605397833646	Broad	NA
Glyma.14G042300	0.7851264124524329	Broad	NA
Glyma.14G043400	0.2035855857488638	Broad	NA
Glyma.14G043500	0.32821505986984495	Broad	NA
Glyma.14G043600	0.5775364592411233	Broad	NA
Glyma.14G043700	0.5918840755499758	Broad	NA
Glyma.14G043900	0.32819669388519856	Broad	NA
Glyma.14G044000	0.1166747122541997	Broad	NA
Glyma.14G044100	0.2057568986471783	Broad	NA
