Gene	Tau	Classification	Specific_parts
Glyma.05G012500	0.1468136983782097	Broad	NA
Glyma.05G012600	0.6412678311082282	Broad	NA
Glyma.05G012700	0.24189733938289737	Broad	NA
Glyma.05G012850	0.1925054414777833	Broad	NA
Glyma.05G013000	0.6272710109779122	Broad	NA
Glyma.05G013100	0.30479852684315556	Broad	NA
Glyma.05G013200	0.27411804671864404	Broad	NA
Glyma.05G013400	0.3373461358807238	Broad	NA
Glyma.05G013500	0.2753928631726279	Broad	NA
Glyma.05G013800	0.7053238152662367	Broad	NA
Glyma.05G014000	0.3910474784374419	Broad	NA
Glyma.05G014200	0.17339370798332482	Broad	NA
Glyma.05G014400	0.32300724025274363	Broad	NA
Glyma.05G014800	0.2902697900025477	Broad	NA
Glyma.05G015100	0.1371232061705167	Broad	NA
Glyma.05G015200	0.285900296892206	Broad	NA
Glyma.05G015400	0.5582780710923102	Broad	NA
Glyma.05G015700	0.4014494113826984	Broad	NA
Glyma.05G015800	0.5434894032855434	Broad	NA
Glyma.05G016000	0.684489166778584	Broad	NA
Glyma.05G016100	0.21007167804031743	Broad	NA
Glyma.05G016300	0.27016540469005346	Broad	NA
Glyma.05G016400	0.17733732876950023	Broad	NA
Glyma.05G016600	0.47127184676555645	Broad	NA
Glyma.05G016700	0.47872477583405226	Broad	NA
Glyma.05G016800	0.3924586101610272	Broad	NA
Glyma.05G016900	0.2539794479584854	Broad	NA
Glyma.05G017500	0.20443634455242715	Broad	NA
Glyma.05G017700	0.48543205116826027	Broad	NA
Glyma.05G017800	0.42636640074988147	Broad	NA
Glyma.05G017900	0.3309693887556442	Broad	NA
Glyma.05G018000	0.27478583467722595	Broad	NA
Glyma.05G018100	0.6139999011641367	Broad	NA
Glyma.05G018200	0.3000063729919758	Broad	NA
Glyma.05G018300	0.3771539602721639	Broad	NA
Glyma.05G018500	0.306211149291167	Broad	NA
Glyma.05G018800	0.687331323982169	Broad	NA
Glyma.05G019000	0.6761095732058471	Broad	NA
Glyma.05G019400	0.41764751023519114	Broad	NA
Glyma.05G019500	0.3084919593021957	Broad	NA
Glyma.05G019600	0.5180623993648759	Broad	NA
Glyma.05G019700	0.21234067797458156	Broad	NA
Glyma.05G019900	0.7304757657976508	Broad	NA
Glyma.05G020100	0.1914470788490094	Broad	NA
Glyma.05G020200	0.23833475385904976	Broad	NA
Glyma.05G020300	0.178949975597476	Broad	NA
Glyma.05G020500	0.37858856220997733	Broad	NA
Glyma.05G020600	0.5109052764570476	Broad	NA
Glyma.05G020800	0.4744425399192028	Broad	NA
Glyma.05G020900	0.22742220903430815	Broad	NA
Glyma.05G021000	0.4476501786984156	Broad	NA
Glyma.05G021100	0.5553881124591551	Broad	NA
Glyma.05G021300	0.3602832601274022	Broad	NA
Glyma.05G021400	0.21950809639218685	Broad	NA
Glyma.05G021500	0.42454239604655375	Broad	NA
Glyma.05G021700	0.559840835004028	Broad	NA
Glyma.05G021900	0.7527913114903789	Broad	NA
Glyma.05G022200	0.3684291566501644	Broad	NA
Glyma.05G022300	0.2747623623885215	Broad	NA
Glyma.05G022400	0.20660812287617408	Broad	NA
Glyma.05G022500	0.34575263281977914	Broad	NA
Glyma.05G022900	0.46402106023504414	Broad	NA
Glyma.05G023000	0.21573734580403786	Broad	NA
Glyma.05G023100	0.48947581077742586	Broad	NA
Glyma.05G023200	0.5737842711813614	Broad	NA
Glyma.05G023700	0.7188062271973346	Broad	NA
Glyma.05G023800	0.63161445167296415	Broad	NA
Glyma.05G023900	0.7640665047877035	Broad	NA
Glyma.05G024200	0.1622293479100757	Broad	NA
Glyma.05G024300	0.20470932971863195	Broad	NA
Glyma.05G024500	0.33400336033796535	Broad	NA
Glyma.05G024600	0.6708853883275033	Broad	NA
Glyma.05G024700	0.29301151593974367	Broad	NA
Glyma.05G024800	0.2606352532230963	Broad	NA
Glyma.05G025000	0.3031983882243792	Broad	NA
Glyma.05G025100	0.24006560834334392	Broad	NA
Glyma.05G025200	0.45554294733482786	Broad	NA
Glyma.05G025300	0.39630937694705515	Broad	NA
Glyma.05G025400	0.4180828833931295	Broad	NA
Glyma.05G025500	0.6246072648937318	Broad	NA
Glyma.05G025900	0.5074890005069409	Broad	NA
Glyma.05G026000	0.6630775753180895	Broad	NA
Glyma.05G026200	0.23659861872366203	Broad	NA
Glyma.05G026300	0.21222409652821278	Broad	NA
Glyma.05G026600	0.21125761066639268	Broad	NA
Glyma.05G026900	0.7365596158636163	Broad	NA
Glyma.05G027100	0.2733948319145001	Broad	NA
Glyma.05G027200	0.7319395362884483	Broad	NA
Glyma.05G027300	0.125630669503261	Broad	NA
Glyma.05G027400	0.5203461339380728	Broad	NA
Glyma.05G027600	0.20992642305724546	Broad	NA
Glyma.05G027700	0.28814447349617495	Broad	NA
Glyma.05G027800	0.2383666060373907	Broad	NA
Glyma.05G028000	0.1451162828156376	Broad	NA
Glyma.05G028500	0.3814062898646908	Broad	NA
Glyma.05G028600	0.20841015043555858	Broad	NA
Glyma.05G028700	0.6069490663930386	Broad	NA
Glyma.05G028800	0.19639067184127662	Broad	NA
Glyma.05G028900	0.40979287353200616	Broad	NA
Glyma.05G029200	0.5201128561598499	Broad	NA
Glyma.05G029300	0.19903362275219683	Broad	NA
Glyma.05G029400	0.13498819668271603	Broad	NA
Glyma.05G029600	0.5933655280872032	Broad	NA
Glyma.05G029800	0.6717998005583252	Broad	NA
Glyma.05G030000	0.24758503190907208	Broad	NA
Glyma.05G030100	0.6109000347229199	Broad	NA
Glyma.05G030400	0.8154377239419666	Broad	NA
Glyma.05G030500	0.3209473067866382	Broad	NA
Glyma.05G030600	0.7014444286299254	Broad	NA
Glyma.05G030700	0.3860317585887302	Broad	NA
Glyma.05G030800	0.6387192604479786	Broad	NA
Glyma.05G030900	0.3703013259605596	Broad	NA
Glyma.05G031000	0.30788771119709996	Broad	NA
Glyma.05G031100	0.15275494336702203	Broad	NA
Glyma.05G031300	0.26356830298335854	Broad	NA
Glyma.05G031400	0.71468370265017	Broad	NA
Glyma.05G031500	0.2610808808307069	Broad	NA
Glyma.05G031700	0.41797799487614984	Broad	NA
Glyma.05G031800	0.21649462775431222	Broad	NA
Glyma.05G031900	0.24804437832988674	Broad	NA
Glyma.05G032000	0.8462264049524344	Broad	NA
Glyma.05G032100	0.6547504562975582	Broad	NA
Glyma.05G032200	0.35259739783482846	Broad	NA
Glyma.05G032300	0.2869322718965203	Broad	NA
Glyma.05G032400	0.4219527535987061	Broad	NA
Glyma.05G032500	0.10125335801544796	Broad	NA
Glyma.05G032600	0.5238349641428138	Broad	NA
Glyma.05G032700	0.3133731642216725	Broad	NA
Glyma.05G033000	0.3594317746677156	Broad	NA
Glyma.05G033200	0.1953824726568933	Broad	NA
Glyma.05G033500	0.1543189446731155	Broad	NA
Glyma.05G033600	0.8491940770801341	Broad	NA
Glyma.05G033700	0.8487316629816299	Broad	NA
Glyma.05G034500	0.45583561932187566	Broad	NA
Glyma.05G034600	0.5015208848361823	Broad	NA
Glyma.05G034700	0.7339681033525434	Broad	NA
Glyma.05G034800	0.4868015344782649	Broad	NA
Glyma.05G035000	0.3367958758748279	Broad	NA
Glyma.05G035100	0.3541053669195278	Broad	NA
Glyma.05G035200	0.6253214614279949	Broad	NA
Glyma.05G035300	0.1789445958737221	Broad	NA
Glyma.05G035600	0.38227628581737805	Broad	NA
Glyma.05G035700	0.15958057706728176	Broad	NA
Glyma.05G036000	0.5582162703010567	Broad	NA
Glyma.05G036200	0.6895515309607445	Broad	NA
Glyma.05G036600	0.30631517925008844	Broad	NA
Glyma.05G036900	0.7941832597769489	Broad	NA
Glyma.05G037000	0.30414118194381456	Broad	NA
Glyma.05G037100	0.5888758645158643	Broad	NA
Glyma.05G037200	0.8398455204683403	Broad	NA
Glyma.05G037400	0.315872125765858	Broad	NA
Glyma.05G037500	0.3317555228319992	Broad	NA
Glyma.05G037700	0.5812566419776792	Broad	NA
Glyma.05G038000	0.25476650473875007	Broad	NA
Glyma.05G038100	0.1888935021109466	Broad	NA
Glyma.05G038300	0.8171338050771465	Broad	NA
Glyma.05G038400	0.6898341302284119	Broad	NA
Glyma.05G038600	0.4385107823315041	Broad	NA
Glyma.05G038700	0.7239697861635177	Broad	NA
Glyma.05G038800	0.2460376511879881	Broad	NA
Glyma.05G038900	0.2354071515209764	Broad	NA
Glyma.05G039400	0.3124827808432119	Broad	NA
Glyma.05G039500	0.3583577639852157	Broad	NA
Glyma.05G039800	0.45873174953532087	Broad	NA
Glyma.05G039900	0.566204837566277	Broad	NA
Glyma.05G040000	0.3113312243043698	Broad	NA
Glyma.05G040100	0.6575774985025824	Broad	NA
Glyma.05G040200	0.1880851127542325	Broad	NA
Glyma.05G040600	0.27704127752533386	Broad	NA
Glyma.05G040700	0.7983580567463447	Broad	NA
Glyma.05G040800	0.4607641955438478	Broad	NA
Glyma.05G040900	0.2645667802338569	Broad	NA
Glyma.05G041000	0.18271693407631312	Broad	NA
Glyma.05G041300	0.253080659719238	Broad	NA
Glyma.05G041600	0.35250599991907755	Broad	NA
Glyma.05G041700	0.6386169260347495	Broad	NA
Glyma.05G041800	0.3126813856623479	Broad	NA
Glyma.05G041900	0.2280644818325684	Broad	NA
Glyma.05G042000	0.7258015255484003	Broad	NA
Glyma.05G042200	0.7593324489362334	Broad	NA
Glyma.05G042400	0.5364452627115726	Broad	NA
Glyma.05G042700	0.21780133938950283	Broad	NA
Glyma.05G042800	0.8287770472405361	Broad	NA
Glyma.05G043100	0.7253491564439493	Broad	NA
Glyma.05G043200	0.3361728999704272	Broad	NA
Glyma.05G043300	0.24523661194061153	Broad	NA
Glyma.05G043400	0.29314825836206737	Broad	NA
Glyma.05G043600	0.45377855373275594	Broad	NA
Glyma.05G043700	0.27517871683308864	Broad	NA
Glyma.05G043800	0.42930625404612494	Broad	NA
Glyma.05G043900	0.5118034951248107	Broad	NA
Glyma.05G044000	0.5502387593543678	Broad	NA
Glyma.05G044200	0.3324218532021305	Broad	NA
Glyma.05G044300	0.19071140465133898	Broad	NA
Glyma.05G044400	0.5841855530178047	Broad	NA
Glyma.05G044500	0.17785811989925798	Broad	NA
Glyma.05G044600	0.7069798606373744	Broad	NA
Glyma.05G044800	0.2924735817467963	Broad	NA
Glyma.05G044900	0.253448724996548	Broad	NA
Glyma.05G045000	0.5517947655124207	Broad	NA
Glyma.05G045100	0.6261205445746421	Broad	NA
Glyma.05G045200	0.34694866068916935	Broad	NA
Glyma.05G045700	0.4411521951404389	Broad	NA
Glyma.05G045900	0.4064503484905796	Broad	NA
Glyma.05G046000	0.3138184626914914	Broad	NA
Glyma.05G046100	0.24072571912732177	Broad	NA
Glyma.05G046300	0.21683404822640437	Broad	NA
Glyma.05G046400	0.19898276597965991	Broad	NA
Glyma.05G046700	0.24630564171086375	Broad	NA
Glyma.05G046900	0.5529503567191026	Broad	NA
Glyma.05G047100	0.7727052341561312	Broad	NA
Glyma.05G047300	0.3182157618397633	Broad	NA
Glyma.05G047400	0.3152765911511158	Broad	NA
Glyma.05G047500	0.13084641247698758	Broad	NA
Glyma.05G047600	0.24595338289915858	Broad	NA
Glyma.05G047700	0.437750950714431	Broad	NA
Glyma.05G047800	0.29772893218207297	Broad	NA
Glyma.05G047900	0.35763071575095345	Broad	NA
Glyma.05G048000	0.5924859981787071	Broad	NA
Glyma.05G048200	0.2468215212967776	Broad	NA
Glyma.05G048400	0.4125072317611512	Broad	NA
Glyma.05G048600	0.765788606601263	Broad	NA
Glyma.05G048700	0.8256067382105556	Broad	NA
Glyma.05G048800	0.32062607856681524	Broad	NA
Glyma.05G048900	0.26903786022103593	Broad	NA
Glyma.05G049000	0.7389872544217047	Broad	NA
Glyma.05G049200	0.2006286286834027	Broad	NA
Glyma.05G049300	0.6827174514873455	Broad	NA
Glyma.05G049400	0.3914276980881124	Broad	NA
Glyma.05G049500	0.1763929027822142	Broad	NA
Glyma.05G049600	0.45083777976113526	Broad	NA
Glyma.05G049900	0.8287525986054727	Broad	NA
Glyma.05G050100	0.6429637500521618	Broad	NA
Glyma.05G050400	0.6810953989478484	Broad	NA
Glyma.05G050600	0.7464165889805982	Broad	NA
Glyma.05G050700	0.7472662563971771	Broad	NA
Glyma.05G050800	0.3485021445823783	Broad	NA
Glyma.05G051100	0.4994867684649761	Broad	NA
Glyma.05G051300	0.5622679810994207	Broad	NA
Glyma.05G051600	0.20909733157164453	Broad	NA
Glyma.05G051700	0.5356618005902286	Broad	NA
Glyma.05G051800	0.1000182962303896	Broad	NA
Glyma.05G052100	0.5336444855406719	Broad	NA
Glyma.05G052300	0.0923832475548794	Broad	NA
Glyma.05G052400	0.12307195248677952	Broad	NA
Glyma.05G052500	0.24642882096374807	Broad	NA
Glyma.05G052600	0.08646038959295438	Broad	NA
Glyma.05G052700	0.5589093655607652	Broad	NA
Glyma.05G052800	0.8019777418710573	Broad	NA
Glyma.05G052900	0.36173128880900934	Broad	NA
Glyma.05G053000	0.30280670776683793	Broad	NA
Glyma.05G053100	0.2993348375428594	Broad	NA
Glyma.05G053200	0.5759824601581038	Broad	NA
Glyma.05G053300	0.4323549225543696	Broad	NA
Glyma.05G053400	0.7957777870551367	Broad	NA
Glyma.05G053500	0.22780793608359923	Broad	NA
Glyma.05G053600	0.31670388439954356	Broad	NA
Glyma.05G053800	0.6788151945987966	Broad	NA
Glyma.05G053900	0.5542458196902587	Broad	NA
Glyma.05G054200	0.8220769863399762	Broad	NA
Glyma.05G054500	0.2955112648469882	Broad	NA
Glyma.05G054700	0.3574257582505441	Broad	NA
Glyma.05G054800	0.282695438551952	Broad	NA
Glyma.05G054900	0.35703021833577747	Broad	NA
Glyma.05G055000	0.26455187625080495	Broad	NA
Glyma.05G055100	0.38066775553616183	Broad	NA
Glyma.05G055500	0.4847351166331655	Broad	NA
Glyma.05G055600	0.44435024273640417	Broad	NA
Glyma.05G055700	0.5103031656519623	Broad	NA
Glyma.05G056000	0.6271071596741491	Broad	NA
Glyma.05G056100	0.36590898179377035	Broad	NA
Glyma.05G056200	0.4844314918752825	Broad	NA
Glyma.05G056300	0.5215429086568437	Broad	NA
Glyma.05G056400	0.22044776831202345	Broad	NA
Glyma.05G056500	0.6470526294539335	Broad	NA
Glyma.05G056600	0.6664544392940448	Broad	NA
Glyma.05G056700	0.271331120060606	Broad	NA
Glyma.05G056800	0.44180060830805123	Broad	NA
Glyma.05G057000	0.7732584366528024	Broad	NA
Glyma.05G057100	0.769360107561438	Broad	NA
Glyma.05G057500	0.6995441583218742	Broad	NA
Glyma.05G057800	0.579232978226495	Broad	NA
Glyma.05G058000	0.16256365225843936	Broad	NA
Glyma.05G058100	0.3514264209227226	Broad	NA
Glyma.05G058200	0.26792842345591134	Broad	NA
Glyma.05G058300	0.3102364814144236	Broad	NA
Glyma.05G058400	0.7530803291656576	Broad	NA
Glyma.05G058500	0.22881586128220893	Broad	NA
Glyma.05G058700	0.15443769486821693	Broad	NA
Glyma.05G059000	0.20643398125440904	Broad	NA
Glyma.05G059100	0.3516619051901232	Broad	NA
Glyma.05G059200	0.07659414187518437	Broad	NA
Glyma.05G059300	0.33583384397457133	Broad	NA
Glyma.05G059400	0.37913274441994244	Broad	NA
Glyma.05G059500	0.31937279390338436	Broad	NA
Glyma.05G059600	0.1698286453331887	Broad	NA
Glyma.05G059800	0.7005607049323269	Broad	NA
Glyma.05G060100	0.2656240546928671	Broad	NA
Glyma.05G060200	0.3107256499484828	Broad	NA
Glyma.05G060300	0.24199123152605614	Broad	NA
Glyma.05G060500	0.41132594482195833	Broad	NA
Glyma.05G060900	0.39437147845983556	Broad	NA
Glyma.05G061000	0.3043837572852345	Broad	NA
Glyma.05G061200	0.19704491560336895	Broad	NA
Glyma.05G061300	0.2491715710996383	Broad	NA
Glyma.05G061400	0.09243513461158642	Broad	NA
Glyma.05G061500	0.26310551769838364	Broad	NA
Glyma.05G061700	0.27104139252763537	Broad	NA
Glyma.05G061800	0.5092271828701639	Broad	NA
Glyma.05G062000	0.4711800573964311	Broad	NA
Glyma.05G062200	0.21391412534732748	Broad	NA
Glyma.05G062300	0.182719606477931	Broad	NA
Glyma.05G062400	0.41306793219404025	Broad	NA
Glyma.05G062500	0.264393396055751	Broad	NA
Glyma.05G062700	0.6820800441016501	Broad	NA
Glyma.05G062900	0.17400953188189694	Broad	NA
Glyma.05G063000	0.2708361640860197	Broad	NA
Glyma.05G063100	0.5361396243089889	Broad	NA
Glyma.05G063500	0.35697335412993225	Broad	NA
Glyma.05G063600	0.537709010676265	Broad	NA
Glyma.05G063800	0.09080020033443643	Broad	NA
Glyma.05G063900	0.2773779976646308	Broad	NA
Glyma.05G064050	0.2527361220541235	Broad	NA
Glyma.05G064100	0.26223982695007114	Broad	NA
Glyma.05G064300	0.18884782387172352	Broad	NA
Glyma.05G064500	0.6523818605937999	Broad	NA
Glyma.05G064700	0.1738772192613449	Broad	NA
Glyma.05G064800	0.38453044810061904	Broad	NA
Glyma.05G065900	0.34916305793617236	Broad	NA
Glyma.05G066100	0.44441153890252216	Broad	NA
Glyma.05G066200	0.6210649318452562	Broad	NA
Glyma.05G066500	0.2936079049755858	Broad	NA
Glyma.05G066700	0.39878470694513213	Broad	NA
Glyma.05G066800	0.35157742045273177	Broad	NA
Glyma.05G067000	0.3260363250469993	Broad	NA
Glyma.05G067100	0.39389981236511906	Broad	NA
Glyma.05G067300	0.16925165465856598	Broad	NA
Glyma.05G067400	0.07008894107964761	Broad	NA
Glyma.05G067700	0.35466486010564313	Broad	NA
Glyma.05G067800	0.5267507908908133	Broad	NA
Glyma.05G067900	0.4624890845857067	Broad	NA
Glyma.05G068000	0.7463193146152828	Broad	NA
Glyma.05G068101	0.8280587834495443	Broad	NA
Glyma.05G068200	0.17422163725516948	Broad	NA
Glyma.05G068400	0.3149335746926385	Broad	NA
Glyma.05G068500	0.42446280907745226	Broad	NA
Glyma.05G068600	0.41610561680012104	Broad	NA
Glyma.05G068800	0.7724590919571278	Broad	NA
Glyma.05G068900	0.4284376960639322	Broad	NA
Glyma.05G069100	0.824179980689757	Broad	NA
Glyma.05G070000	0.30430147326144497	Broad	NA
Glyma.05G070200	0.4166746594534111	Broad	NA
Glyma.05G070266	0.41391188028232156	Broad	NA
Glyma.05G070500	0.49118753459693004	Broad	NA
Glyma.05G070600	0.5653646129757094	Broad	NA
Glyma.05G070700	0.337478356924115	Broad	NA
Glyma.05G071250	0.7806401618487013	Broad	NA
Glyma.05G072300	0.4700501109445526	Broad	NA
Glyma.05G073200	0.2842611779521708	Broad	NA
Glyma.05G073300	0.3196882348442052	Broad	NA
Glyma.05G073400	0.2564701479688345	Broad	NA
Glyma.05G073500	0.3000324842352148	Broad	NA
Glyma.05G073700	0.23594360564712613	Broad	NA
Glyma.05G073800	0.583354429918934	Broad	NA
Glyma.05G074200	0.7141830287052447	Broad	NA
Glyma.05G074400	0.20047310839486054	Broad	NA
Glyma.05G074800	0.3181479323478043	Broad	NA
Glyma.05G074900	0.38932753747812576	Broad	NA
Glyma.05G075100	0.6514632205224162	Broad	NA
Glyma.05G075400	0.19126120367391614	Broad	NA
Glyma.05G075600	0.36207403824613077	Broad	NA
Glyma.05G075900	0.3329902063187174	Broad	NA
Glyma.05G076300	0.4903738798016709	Broad	NA
Glyma.05G076700	0.6971677943766146	Broad	NA
Glyma.05G076800	0.3436678140023531	Broad	NA
Glyma.05G077034	0.33801846276037417	Broad	NA
Glyma.05G077067	0.45062727777502987	Broad	NA
Glyma.05G077100	0.5630303978384547	Broad	NA
Glyma.05G077200	0.3028235726820619	Broad	NA
Glyma.05G077300	0.37755050197734186	Broad	NA
Glyma.05G077800	0.2202716325232774	Broad	NA
Glyma.05G078000	0.14202917280285624	Broad	NA
Glyma.05G079000	0.1524821188753843	Broad	NA
Glyma.05G079100	0.18095932539967075	Broad	NA
Glyma.05G079201	0.3086986047395766	Broad	NA
Glyma.05G079400	0.18687559973813317	Broad	NA
Glyma.05G079500	0.3988771613361092	Broad	NA
Glyma.05G079651	0.6884400827258201	Broad	NA
Glyma.05G079700	0.3434379574438781	Broad	NA
Glyma.05G080100	0.2506754548751241	Broad	NA
Glyma.05G080300	0.53455702988838	Broad	NA
Glyma.05G080400	0.21394002808515059	Broad	NA
Glyma.05G080500	0.8090918759993789	Broad	NA
Glyma.05G080800	0.41426595754068984	Broad	NA
Glyma.05G081300	0.16316166850835695	Broad	NA
Glyma.05G081600	0.7467790502974245	Broad	NA
Glyma.05G081900	0.33299827078166466	Broad	NA
Glyma.05G082200	0.4163950486730772	Broad	NA
Glyma.05G082400	0.6072702899976559	Broad	NA
Glyma.05G082500	0.5971293850094693	Broad	NA
Glyma.05G083800	0.4636190578399491	Broad	NA
Glyma.05G084200	0.37823809667683206	Broad	NA
Glyma.05G084300	0.35642100488195994	Broad	NA
Glyma.05G084375	0.3237072867152411	Broad	NA
Glyma.05G084525	0.3579423595294826	Broad	NA
Glyma.05G084600	0.4975642145317537	Broad	NA
Glyma.05G085000	0.4752264653909307	Broad	NA
Glyma.05G085200	0.5979763355141674	Broad	NA
Glyma.05G085400	0.44918504506650847	Broad	NA
Glyma.05G085500	0.4570280908101383	Broad	NA
Glyma.05G085600	0.5841620650450916	Broad	NA
Glyma.05G085700	0.6668440954525603	Broad	NA
Glyma.05G086900	0.3249268527173914	Broad	NA
Glyma.05G087100	0.2234986393601805	Broad	NA
Glyma.05G087300	0.1869785627333242	Broad	NA
Glyma.05G087400	0.36911772617219496	Broad	NA
Glyma.05G087500	0.4193491023761256	Broad	NA
Glyma.05G087600	0.2370050105528979	Broad	NA
Glyma.05G088000	0.3530278327036517	Broad	NA
Glyma.05G088300	0.2833817499094104	Broad	NA
Glyma.05G088700	0.18641302153833678	Broad	NA
Glyma.05G089000	0.16650630759011162	Broad	NA
Glyma.05G089100	0.13703595730442883	Broad	NA
Glyma.05G089200	0.3669918496136492	Broad	NA
Glyma.05G089300	0.26674757737344884	Broad	NA
Glyma.05G089700	0.26110140157153294	Broad	NA
Glyma.05G089900	0.22250209830026924	Broad	NA
Glyma.05G090000	0.34593653744968544	Broad	NA
Glyma.05G090500	0.33728007278546746	Broad	NA
Glyma.05G090600	0.5425645865660474	Broad	NA
Glyma.05G090900	0.4762129442385953	Broad	NA
Glyma.05G091100	0.22394395457463104	Broad	NA
Glyma.05G091200	0.6619500286057219	Broad	NA
Glyma.05G091650	0.29322458193291767	Broad	NA
Glyma.05G091701	0.5732215764512579	Broad	NA
Glyma.05G091800	0.6149458371203166	Broad	NA
Glyma.05G091866	0.8442074251984815	Broad	NA
Glyma.05G092000	0.7490287643753203	Broad	NA
Glyma.05G092100	0.74867539994553	Broad	NA
Glyma.05G092200	0.5225869854256787	Broad	NA
Glyma.05G092300	0.5093123354340662	Broad	NA
Glyma.05G092800	0.6601639126681373	Broad	NA
Glyma.05G093000	0.29178199842620933	Broad	NA
Glyma.05G094000	0.38012845269872536	Broad	NA
Glyma.05G094400	0.6989492440779546	Broad	NA
Glyma.05G094500	0.6147606738214704	Broad	NA
Glyma.05G095500	0.7046938697412083	Broad	NA
Glyma.05G095600	0.5732952732313469	Broad	NA
Glyma.05G095900	0.5534395199414782	Broad	NA
Glyma.05G096000	0.30556115368534326	Broad	NA
Glyma.05G096300	0.19488026450483661	Broad	NA
Glyma.05G096500	0.37193373640730854	Broad	NA
Glyma.05G096602	0.4296540351603949	Broad	NA
Glyma.05G096800	0.6056113857441016	Broad	NA
Glyma.05G096900	0.30227085420648137	Broad	NA
Glyma.05G097100	0.47261723058881455	Broad	NA
Glyma.05G097300	0.31913116694703036	Broad	NA
Glyma.05G097400	0.6151805519109835	Broad	NA
Glyma.05G097601	0.7623557196851246	Broad	NA
Glyma.05G097800	0.4406948694863241	Broad	NA
Glyma.05G098200	0.3224372421971401	Broad	NA
Glyma.05G098800	0.2711466986684296	Broad	NA
Glyma.05G099000	0.3795326037548776	Broad	NA
Glyma.05G099300	0.7828767070287279	Broad	NA
Glyma.05G099500	0.18474743905168825	Broad	NA
Glyma.05G099700	0.7575488488509377	Broad	NA
Glyma.05G099800	0.6967524480475077	Broad	NA
Glyma.05G100400	0.29382966629507545	Broad	NA
Glyma.05G100500	0.25551962838360504	Broad	NA
Glyma.05G100900	0.7617350218803728	Broad	NA
Glyma.05G101300	0.8175247834914375	Broad	NA
Glyma.05G101700	0.39277053820417257	Broad	NA
Glyma.05G101800	0.3387886308876727	Broad	NA
Glyma.05G101900	0.3444278655390763	Broad	NA
Glyma.05G102000	0.1906393341507655	Broad	NA
Glyma.05G102100	0.42159001873579893	Broad	NA
Glyma.05G102400	0.2566554749787643	Broad	NA
Glyma.05G102600	0.40901565530861195	Broad	NA
Glyma.05G102800	0.4745975614257589	Broad	NA
Glyma.05G103200	0.3791228370021005	Broad	NA
Glyma.05G103300	0.565369259608145	Broad	NA
Glyma.05G103600	0.5789172029875013	Broad	NA
Glyma.05G103800	0.7395703369207516	Broad	NA
Glyma.05G103900	0.5953047992679554	Broad	NA
Glyma.05G104000	0.7794831262100205	Broad	NA
Glyma.05G104100	0.3969263766070994	Broad	NA
Glyma.05G104200	0.2286756330746829	Broad	NA
Glyma.05G104300	0.16773563000025574	Broad	NA
Glyma.05G104400	0.2770338969175975	Broad	NA
Glyma.05G104600	0.18416824148340677	Broad	NA
Glyma.05G104900	0.319737925801102	Broad	NA
Glyma.05G105000	0.35402184736523956	Broad	NA
Glyma.05G105300	0.366675218668541	Broad	NA
Glyma.05G105500	0.17187650912007527	Broad	NA
Glyma.05G105600	0.7197737885204549	Broad	NA
Glyma.05G105800	0.342787261768974	Broad	NA
Glyma.05G105933	0.33668209564229723	Broad	NA
Glyma.05G106000	0.4637700707874297	Broad	NA
Glyma.05G106100	0.19134869489548637	Broad	NA
Glyma.05G106500	0.7603524500454046	Broad	NA
Glyma.05G106700	0.5041023701038044	Broad	NA
Glyma.05G106800	0.7825062180567576	Broad	NA
Glyma.05G107000	0.7553783116189092	Broad	NA
Glyma.05G107700	0.3642229172023552	Broad	NA
Glyma.05G108600	0.614701108882357	Broad	NA
Glyma.05G108800	0.32140914214257	Broad	NA
Glyma.05G109300	0.14592257920762586	Broad	NA
Glyma.05G109500	0.5029693213723367	Broad	NA
Glyma.05G110000	0.3646885091396679	Broad	NA
Glyma.05G110100	0.19276788897192734	Broad	NA
Glyma.05G110200	0.26696557148797284	Broad	NA
Glyma.05G110400	0.4142895836910385	Broad	NA
Glyma.05G110900	0.5756191652355627	Broad	NA
Glyma.05G111001	0.5513239273202938	Broad	NA
Glyma.05G111200	0.42013225864372067	Broad	NA
Glyma.05G111800	0.33000650055351016	Broad	NA
Glyma.05G111900	0.171014206714649	Broad	NA
Glyma.05G112000	0.7814651023179682	Broad	NA
Glyma.05G112100	0.3338482264002528	Broad	NA
Glyma.05G112200	0.47238789009980375	Broad	NA
Glyma.05G112400	0.2572873048881149	Broad	NA
Glyma.05G112600	0.3230866464798396	Broad	NA
Glyma.05G113300	0.5675949715328313	Broad	NA
Glyma.05G113400	0.30777759534505544	Broad	NA
Glyma.05G113600	0.18392352449887703	Broad	NA
Glyma.05G113700	0.29000261751154444	Broad	NA
Glyma.05G114000	0.7378856008937342	Broad	NA
Glyma.05G114100	0.5397339619386641	Broad	NA
Glyma.05G114500	0.4396935249338962	Broad	NA
Glyma.05G114700	0.3213270654598617	Broad	NA
Glyma.05G114900	0.10831145756815634	Broad	NA
Glyma.05G115000	0.27283411528144413	Broad	NA
Glyma.05G115100	0.18020003379020522	Broad	NA
Glyma.05G115200	0.176645900704603	Broad	NA
Glyma.05G115700	0.2581297204629695	Broad	NA
Glyma.05G116300	0.7785164122892696	Broad	NA
Glyma.05G116700	0.2516355522505593	Broad	NA
Glyma.05G116800	0.20717289612517747	Broad	NA
Glyma.05G116900	0.5984651907866696	Broad	NA
