BioSample	BioProject	Mapping_rate
SAMN02141318	PRJNA178155	0.684135
SAMN02141317	PRJNA178155	0.667318
SAMN02141316	PRJNA178155	0.662398
SAMN02141315	PRJNA178155	0.685453
SAMN01779524	PRJNA178155	91.6605
SAMN01779523	PRJNA178155	91.4008
SAMN01779522	PRJNA178155	90.67
SAMN01779521	PRJNA178155	91.0582
SAMN01779520	PRJNA178155	89.3203
SAMN01779519	PRJNA178155	90.9864
SAMN01779518	PRJNA178155	91.1744
SAMN01779517	PRJNA178155	91.2116
SAMN01779516	PRJNA178155	91.144
SAMN01779515	PRJNA178155	91.2029
SAMN01779514	PRJNA178155	80.3145
SAMN01779513	PRJNA178155	91.15
SAMN01779512	PRJNA178155	1.27586
SAMN01779512	PRJNA178155	1.27586
SAMN01779512	PRJNA178155	1.27586
SAMN01779511	PRJNA178155	1.41726
SAMN01779511	PRJNA178155	1.41726
SAMN01779511	PRJNA178155	1.41726
SAMN01779510	PRJNA178155	1.23349
SAMN01779510	PRJNA178155	1.23349
SAMN01779510	PRJNA178155	1.23349
SAMN01779509	PRJNA178155	1.35308
SAMN01779509	PRJNA178155	1.35308
SAMN01779509	PRJNA178155	1.35308
SAMN01779509	PRJNA178155	1.35308
SAMN06158143	PRJNA357655	92.279
SAMN06158140	PRJNA357655	95.0858
SAMN06158138	PRJNA357655	94.7833
SAMN06158143	PRJNA357655	92.279
SAMN06158144	PRJNA357655	0.594277
SAMN06158142	PRJNA357655	93.1025
SAMN06158138	PRJNA357655	94.7833
SAMN06158141	PRJNA357655	0.570878
SAMN06158141	PRJNA357655	0.570878
SAMN06158142	PRJNA357655	93.1025
SAMN06158144	PRJNA357655	0.594277
SAMN06158133	PRJNA357655	94.4317
SAMN06158139	PRJNA357655	94.8798
SAMN06158139	PRJNA357655	94.8798
SAMN06158140	PRJNA357655	95.0858
SAMN06158133	PRJNA357655	94.4317
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03003058	PRJNA250761	93.2673
SAMN03281024	PRJNA271506	89.4269
SAMN03281023	PRJNA271506	90.8907
SAMD00027203	PRJDB3582	90.7958
SAMN03784697	PRJNA288056	87.9753
SAMN03793158	PRJNA288056	90.1955
SAMN03793157	PRJNA288056	90.7584
SAMN03785538	PRJNA288056	89.0116
SAMN03274364	PRJNA271453	93.507
SAMN03274363	PRJNA271453	94.1091
SAMN03274362	PRJNA271453	93.4406
SAMN03169161	PRJNA266538	89.4157
SAMN03169160	PRJNA266538	90.8535
SAMN03169159	PRJNA266538	85.5091
SAMN03169158	PRJNA266538	87.5357
SAMN03169157	PRJNA266538	91.6348
SAMN03169156	PRJNA266538	87.0109
SAMN03169155	PRJNA266538	87.4935
SAMN03169154	PRJNA266538	84.4597
SAMN03169153	PRJNA266538	85.5835
SAMN03169152	PRJNA266538	91.1224
SAMN03169151	PRJNA266538	89.1554
SAMN03169150	PRJNA266538	91.192
SAMN03169149	PRJNA266538	87.9633
SAMN03169148	PRJNA266538	88.2392
SAMN03169147	PRJNA266538	91.4082
SAMN03169146	PRJNA266538	83.609
SAMN03169145	PRJNA266538	86.7069
SAMN03169144	PRJNA266538	84.7479
SAMN03169143	PRJNA266538	87.5958
SAMN03169142	PRJNA266538	89.3974
SAMN03169141	PRJNA266538	90.6623
SAMN03169140	PRJNA266538	90.7304
SAMN03169139	PRJNA266538	88.3821
SAMN03169138	PRJNA266538	88.5453
SAMN03169137	PRJNA266538	90.8116
SAMN03169136	PRJNA266538	88.4452
SAMN03169135	PRJNA266538	86.257
SAMN03169134	PRJNA266538	86.2498
SAMN03169133	PRJNA266538	87.6947
SAMN03169132	PRJNA266538	90.296
SAMN03003042	PRJNA251047	89.7869
SAMN03003042	PRJNA251047	89.7869
SAMN03003042	PRJNA251047	89.7869
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN03003437	PRJNA256762	91.0121
SAMN02352880	PRJNA218825	92.9908
SAMN02352878	PRJNA218823	93.4204
SAMN02352878	PRJNA218823	93.4204
SAMN02352879	PRJNA218821	92.5915
SAMN02352879	PRJNA218821	92.5915
SAMN02352881	PRJNA218830	91.8024
SAMN02352881	PRJNA218830	91.8024
SAMN02192013	PRJNA207354	93.7171
SAMN02192012	PRJNA207354	93.82
SAMN02192011	PRJNA207354	94.0731
SAMN02192010	PRJNA207354	94.4583
SAMN02192009	PRJNA207354	94.0262
SAMN02192008	PRJNA207354	93.5955
SAMN02192007	PRJNA207354	94.4826
SAMN02192006	PRJNA207354	93.9419
SAMN02192005	PRJNA207354	94.1938
SAMN02192004	PRJNA207354	94.4238
SAMN02192003	PRJNA207354	94.093
SAMN02192002	PRJNA207354	95.0229
SAMN02192001	PRJNA207354	94.4184
SAMN02192000	PRJNA207354	94.0099
SAMN02191999	PRJNA207354	92.7244
SAMN02191998	PRJNA207354	94.191
SAMN02191997	PRJNA207354	91.6213
SAMN02191996	PRJNA207354	92.689
SAMN02191995	PRJNA207354	93.0074
SAMN02191994	PRJNA207354	91.9807
SAMN02191994	PRJNA207354	91.9807
SAMN02191993	PRJNA207354	93.5496
SAMN02191992	PRJNA207354	69.0149
SAMN02191991	PRJNA207354	58.6229
SAMN02191990	PRJNA207354	92.0594
SAMN04485892	PRJNA311571	0.0161571
SAMN04485891	PRJNA311571	0.0173917
SAMN04485890	PRJNA311571	0.0173917
SAMN04485889	PRJNA311571	1.48726
SAMN04485888	PRJNA311571	1.4569
SAMN04485887	PRJNA311571	0.99451
SAMN04485886	PRJNA311571	41.6291
SAMN04485885	PRJNA311571	37.4993
SAMN04485884	PRJNA311571	39.2758
SAMN05714713	PRJNA340881	88.0734
SAMN05714714	PRJNA340881	90.4277
SAMN05714715	PRJNA340881	77.761
SAMN05714716	PRJNA340881	89.2853
SAMN06312682	PRJNA338767	88.1821
SAMN06312682	PRJNA338767	88.1821
SAMN06312683	PRJNA338767	52.9188
SAMN06312683	PRJNA338767	52.9188
SAMN06312684	PRJNA338767	90.9455
SAMN06312684	PRJNA338767	90.9455
SAMN05202576	PRJNA324419	93.0277
SAMN05202575	PRJNA324419	92.1742
SAMN06830772	PRJNA384236	92.1256
SAMN06830772	PRJNA384236	92.1256
SAMN06830772	PRJNA384236	92.1256
SAMN06830772	PRJNA384236	92.1256
SAMN06830772	PRJNA384236	92.1256
SAMN06830772	PRJNA384236	92.1256
SAMN06830773	PRJNA384236	91.888
SAMN06830773	PRJNA384236	91.888
SAMN06830773	PRJNA384236	91.888
SAMN06830773	PRJNA384236	91.888
SAMN06830773	PRJNA384236	91.888
SAMN06830773	PRJNA384236	91.888
SAMN06830773	PRJNA384236	91.888
SAMN06830773	PRJNA384236	91.888
SAMN06830773	PRJNA384236	91.888
SAMN06830774	PRJNA384236	91.5269
SAMN06830774	PRJNA384236	91.5269
SAMN06830774	PRJNA384236	91.5269
SAMN06830774	PRJNA384236	91.5269
SAMN06830774	PRJNA384236	91.5269
SAMN06830774	PRJNA384236	91.5269
SAMN06830774	PRJNA384236	91.5269
SAMN06830774	PRJNA384236	91.5269
SAMN06830774	PRJNA384236	91.5269
SAMN06830775	PRJNA384236	88.8066
SAMN06830775	PRJNA384236	88.8066
SAMN06830775	PRJNA384236	88.8066
SAMN06830775	PRJNA384236	88.8066
SAMN06830775	PRJNA384236	88.8066
SAMN06830775	PRJNA384236	88.8066
SAMN06830776	PRJNA384236	92.6505
SAMN06830776	PRJNA384236	92.6505
SAMN06830776	PRJNA384236	92.6505
SAMN06830776	PRJNA384236	92.6505
SAMN06830776	PRJNA384236	92.6505
SAMN06830776	PRJNA384236	92.6505
SAMN06830777	PRJNA384236	92.5851
SAMN06830777	PRJNA384236	92.5851
SAMN06830777	PRJNA384236	92.5851
SAMN06830777	PRJNA384236	92.5851
SAMN06830777	PRJNA384236	92.5851
SAMN06830777	PRJNA384236	92.5851
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830778	PRJNA384236	90.9699
SAMN06830779	PRJNA384236	90.715
SAMN06830779	PRJNA384236	90.715
SAMN06830779	PRJNA384236	90.715
SAMN06830779	PRJNA384236	90.715
SAMN06830779	PRJNA384236	90.715
SAMN06830779	PRJNA384236	90.715
SAMN06830780	PRJNA384236	93.0941
SAMN06830780	PRJNA384236	93.0941
SAMN06830780	PRJNA384236	93.0941
SAMN06830780	PRJNA384236	93.0941
SAMN06830780	PRJNA384236	93.0941
SAMN06830780	PRJNA384236	93.0941
SAMN06830780	PRJNA384236	93.0941
SAMN06830780	PRJNA384236	93.0941
SAMN06830780	PRJNA384236	93.0941
SAMN06830781	PRJNA384236	92.3773
SAMN06830781	PRJNA384236	92.3773
SAMN06830781	PRJNA384236	92.3773
SAMN06830781	PRJNA384236	92.3773
SAMN06830781	PRJNA384236	92.3773
SAMN06830781	PRJNA384236	92.3773
SAMN06830781	PRJNA384236	92.3773
SAMN06830781	PRJNA384236	92.3773
SAMN06830781	PRJNA384236	92.3773
SAMN06830781	PRJNA384236	92.3773
SAMN06830781	PRJNA384236	92.3773
SAMN06830781	PRJNA384236	92.3773
SAMN06830782	PRJNA384236	94.0969
SAMN06830782	PRJNA384236	94.0969
SAMN06830782	PRJNA384236	94.0969
SAMN06830782	PRJNA384236	94.0969
SAMN06830782	PRJNA384236	94.0969
SAMN06830782	PRJNA384236	94.0969
SAMN06830782	PRJNA384236	94.0969
SAMN06830782	PRJNA384236	94.0969
SAMN06830782	PRJNA384236	94.0969
SAMN06287528	PRJNA369483	78.8321
SAMN06287524	PRJNA369483	84.817
SAMN06287522	PRJNA369483	84.7986
SAMN06287520	PRJNA369483	87.2026
SAMN06287521	PRJNA369483	82.5685
SAMN06287523	PRJNA369483	84.1237
SAMN05755945	PRJNA342355	91.6943
SAMN05755945	PRJNA342355	91.6943
SAMN05755945	PRJNA342355	91.6943
SAMN05755946	PRJNA342355	92.0052
SAMN05755946	PRJNA342355	92.0052
SAMN05755946	PRJNA342355	92.0052
SAMN05755947	PRJNA342355	91.5262
